Lines,DTS,DTA,PH,EH,EN,BW,BL,SL,SPAD1,SPAD1_Date,SPAD2,SPAD2_Date,ST,StPu,StPi,Kinki,Prolif,NBR
Zd.0010_P2_P3_P1.2.1.1,7/2/23,6/29/23,165,60,2,6.8,49.2,14.2,,,,,N,N,N,,,1
Zd.0010_P2_P3_P1.2.1.1,6/30/23,6/29/23,185,72,3,8,55.8,14,57.3,7/16/23,49.5,8/3/23,N,N,N,,,1
Zd.0010_P2_P3_P1.3.1.1,7/1/23,7/1/23,127,41,4,,,,,,46.7,8/3/23,N,N,Y,1,1,
Zd.0010_P2_P3_P1.3.1.1,6/30/23,7/1/23,138,45,2,8,48.6,12,63.2,7/18/23,39.3,8/3/23,N,N,N,,,0
Zd.0010_P2_P3_P1.3.1.1,7/1/23,6/30/23,137,53,2,6.8,51.1,12,48.5,7/17/23,46.3,8/3/23,N,N,N,,,0
Zd.0010_P2_P3_P1.4.1.1,7/4/23,7/4/23,165,40,3,,,,,,17.4,8/7/23,N,N,N,1,1,
Zd.0010_P2_P3_P1.4.1.1,6/30/23,7/2/23,157,56,4,9.1,62,9.6,53.3,7/19/23,10.8,8/3/23,N,N,N,,,1
Zd.0010_P2_P3_P1.4.1.1,7/1/23,6/30/23,162,58,4,9.6,62.4,12.2,62.1,7/16/23,37.3,8/3/23,N,N,N,,,1
Zd.0010_P2_P3_P1.5.1.1,6/29/23,6/27/23,187,55,4,,,,,,13.9,8/2/23,N,N,N,1,1,
Zd.0010_P2_P3_P1.5.1.1,7/2/23,7/1/23,188,42,2,9.7,75.5,12.7,44.8,7/19/23,38.4,8/5/23,N,N,N,,,3
Zd.0010_P2_P3_P1.5.1.1,6/30/23,6/30/23,180,75,2,7.4,54.6,15,49.7,7/17/23,2.9,8/5/23,N,N,Y,,,0
Zd.0010_P2_P3_P2.1.1.1,7/6/23,7/4/23,203,65,4,,,,,,16,8/9/23,N,N,N,0,2,
Zd.0010_P2_P3_P2.1.1.1,7/6/23,7/5/23,194,68,3,8.6,61.8,14.8,57.2,7/20/23,35.4,8/10/23,N,N,N,,,1
Zd.0010_P2_P3_P2.1.1.1,7/5/23,7/4/23,216,75,3,9.8,61.8,14.2,63.9,7/16/23,,,N,N,N,0,2,1
Zd.0010_P2_P3_P2.3.1.1,7/5/23,7/5/23,154,41,1,,,,,,29.9,8/9/23,N,N,N,0,1,
Zd.0010_P2_P3_P2.3.1.1,7/6/23,7/6/23,147,47,1,6.1,48.3,11.2,46,7/19/23,18,8/9/23,N,N,N,,,2
Zd.0010_P2_P3_P2.3.1.1,7/7/23,7/5/23,155,38,1,6.1,51.9,11.5,52.9,7/17/23,35,8/10/23,N,N,N,,,1
Zd.0010_P2_P3_P2.4.1.1,6/28/23,6/27/23,172,55,4,,,,,,,,N,N,N,1,1,
Zd.0010_P2_P3_P2.4.1.1,7/3/23,7/2/23,164,52,2,8.9,59.5,15.5,53.7,7/20/23,26.1,8/5/23,N,N,N,,,1
Zd.0010_P2_P3_P2.4.1.1,7/1/23,6/30/23,192,70,4,8,54,15.5,59.3,7/17/23,44.2,8/5/23,N,Y,Y,,,2
Zd.0010_P2_P3_P3.1.1.1,7/2/23,7/1/23,173,75,2,,,,,,,,N,N,N,1,1,
Zd.0010_P2_P3_P3.1.1.1,7/1/23,6/30/23,143,63,3,5.6,47.2,12.6,55.1,7/19/23,43.5,8/3/23,N,N,N,,,0
Zd.0010_P2_P3_P3.1.1.1,7/1/23,6/28/23,158,62,3,7.2,52.1,13,60.8,7/16/23,54.2,8/3/23,N,N,N,,,1
Zd.0010_P2_P3_P3.3.1.1,6/29/23,6/29/23,152,75,2,,,,,,,,N,N,Y,0,1,
Zd.0010_P2_P3_P3.3.1.1,6/30/23,7/2/23,115,41,2,5.8,43.7,10,47.7,7/18/23,16,8/3/23,N,N,Y,,,0
Zd.0010_P2_P3_P3.3.1.1,7/1/23,7/3/23,134,47,2,7,,10,50.9,7/16/23,44.4,8/3/23,N,N,N,,,0
Zd.0010_P2_P3_P4.1.1.1,7/5/23,7/4/23,170,65,2,,,,,,26.8,8/9/23,N,N,N,1,1,
Zd.0010_P2_P3_P4.1.1.1,7/2/23,7/2/23,157,55,3,8.3,55.7,11.9,49.9,7/19/23,30.1,8/5/23,N,N,N,,,1
Zd.0010_P2_P3_P4.1.1.1,7/5/23,7/4/23,162,62,1,8,55.2,12,44.1,7/18/23,,,N,N,N,,,1
Zd.0010_P2_P3_P4.2.1.1,6/27/23,6/28/23,185,55,4,,,,,,,,N,N,N,0,1,
Zd.0010_P2_P3_P4.2.1.1,6/29/23,6/29/23,185,75,3,8.2,55.1,13,57.8,7/20/23,40.2,8/2/23,N,N,N,,,2
Zd.0010_P2_P3_P4.2.1.1,7/1/23,7/1/23,201,73,2,9.1,60,13,62.9,7/17/23,,,N,N,Y,,,1
Zd.0010_P2_P3_P4.4.1.1,7/2/23,7/2/23,200,78,2,,,,,,,,N,N,N,1,1,
Zd.0010_P2_P3_P4.4.1.1,7/4/23,7/2/23,173,50,2,7.7,55.7,13.7,53.3,7/15/23,28.6,8/7/23,N,N,N,,,1
Zd.0010_P2_P3_P4.4.1.1,7/1/23,6/28/23,200,75,2,7.5,67.2,14.6,56.5,7/16/23,45.9,8/3/23,N,N,N,,,1
Zd.0010_P2_P3_P4.5.1.1,6/29/23,6/29/23,174,53,3,,,,,,37.8,8/2/23,N,N,N,0,1,
Zd.0010_P2_P3_P4.5.1.1,6/29/23,6/27/23,167,80,1,6.5,38.8,13.2,,,,,N,N,N,,,1
Zd.0010_P2_P3_P4.5.1.1,7/1/23,6/27/23,167,46,1,7.7,59.5,13.2,50.2,7/16/23,40.5,8/3/23,N,N,N,,,1
Zd.0010_P2_P4_P1.2.1.1,7/1/23,7/1/23,156,47,2,,,,,,,,N,N,N,0,1,
Zd.0010_P2_P4_P1.2.1.1,6/28/23,6/28/23,147,40,3,9.9,59.1,13.4,57.6,7/19/23,48.4,8/2/23,N,N,N,,,1
Zd.0010_P2_P4_P1.2.1.1,6/29/23,6/29/23,167,53,3,8.5,55.4,14,53.6,7/16/23,30.8,8/2/23,N,N,N,,,1
Zd.0010_P2_P4_P1.3.1.1,7/4/23,7/4/23,187,82,3,,,,,,21.2,8/7/23,N,N,N,0,2,
Zd.0010_P2_P4_P1.3.1.1,6/30/23,6/29/23,171,63,1,6.8,63.6,15.2,,,,,N,N,N,,,1
Zd.0010_P2_P4_P1.3.1.1,6/30/23,7/2/23,193,60,2,8.1,76,15.1,42.3,7/18/23,,,N,N,N,,,1
Zd.0010_P2_P4_P1.4.1.1,6/30/23,6/29/23,,,,,,,,,,,N,N,N,0,1,
Zd.0010_P2_P4_P1.4.1.1,7/2/23,6/30/23,176,56,2,7.9,59.3,15,54.5,7/20/23,,,N,N,N,,,1
Zd.0010_P2_P4_P1.4.1.1,7/1/23,6/30/23,186,66,3,9.1,61.3,14.6,52.4,7/18/23,,,N,N,N,,,1
Zd.0010_P2_P4_P2.1.1.1,7/1/23,7/1/23,171,60,3,,,,,,50.8,8/3/23,N,N,N,1,2,
Zd.0010_P2_P4_P2.1.1.1,6/30/23,6/29/23,180,65,4,8.4,57.5,13.9,56.5,7/19/23,42.1,8/3/23,N,N,N,,,1
Zd.0010_P2_P4_P2.1.1.1,7/1/23,6/30/23,165,60,4,8.7,61,14.2,54.4,7/17/23,37.4,8/5/23,N,N,N,,,0
Zd.0010_P2_P4_P2.2.1.1,7/7/23,7/5/23,174,53,3,,,,,,36,8/9/23,N,N,N,1,1,
Zd.0010_P2_P4_P2.2.1.1,NA,NA,,,,,,,,7/19/23,,,Y,N,N,,,0
Zd.0010_P2_P4_P2.2.1.1,NA,8/1/23,,,,,,,43.4,7/17/23,,,N,N,N,,,
Zd.0010_P2_P4_P2.3.1.1,6/27/23,6/27/23,183,72,4,,,,,,64,8/1/23,N,N,N,1,1,
Zd.0010_P2_P4_P2.3.1.1,6/30/23,6/30/23,182,63,4,7.9,52.1,12.5,45.2,7/19/23,39,8/3/23,N,N,N,,,2
Zd.0010_P2_P4_P2.3.1.1,6/26/23,6/26/23,177,52,4,8.4,58.1,13.2,59.7,7/16/23,54.4,7/31/23,N,N,N,,,1
Zd.0010_P2_P4_P3.2.1.1,7/2/23,6/27/23,,,,,,,,,,,N,N,N,0,1,
Zd.0010_P2_P4_P3.2.1.1,6/26/23,7/3/23,199,67,2,8.1,63.1,13.4,63.1,7/19/23,57,7/31/23,N,N,N,,,2
Zd.0010_P2_P4_P3.2.1.1,7/1/23,6/29/23,199,56,3,8.9,64.3,13,59.6,7/16/23,49.4,8/3/23,N,N,N,,,1
Zd.0010_P2_P4_P3.3.1.1,6/27/23,6/26/23,175,57,2,,,,,,,,N,N,Y,0,1,
Zd.0010_P2_P4_P3.3.1.1,6/27/23,6/27/23,183,61,2,7.5,54,14,45.6,7/20/23,32.4,8/1/23,N,N,N,,,1
Zd.0010_P2_P4_P3.3.1.1,6/27/23,6/26/23,167,50,2,7.6,54.5,12.4,44.7,7/17/23,25.3,8/1/23,N,N,Y,,,1
Zd.0010_P2_P4_P4.2.1.1,6/26/23,6/26/23,,,,,,,,,,,N,N,Y,,,
Zd.0010_P2_P4_P4.2.1.1,6/28/23,6/28/23,167,57,3,7,50,13.5,,,,,N,N,N,,,1
Zd.0010_P2_P4_P4.2.1.1,7/1/23,7/1/23,174,55,2,7.5,57,13.5,55.1,7/16/23,37.8,8/3/23,N,N,N,,,1
Zd.0010_P2_P4_P4.3.1.1,7/2/23,6/30/23,,,,,,,,,,,N,N,N,,,
Zd.0010_P2_P4_P4.3.1.1,6/30/23,6/28/23,180,60,5,7.9,58.1,14.9,63.9,7/19/23,39,8/3/23,N,N,N,,,1
Zd.0010_P2_P4_P4.3.1.1,7/1/23,7/1/23,166,48,2,6.2,54.1,14.5,52.7,7/17/23,47.3,8/3/23,N,N,N,,,1
Zd.0010_P2_P5_P1.1.1.1,7/7/23,7/5/23,,,,,,,,,,,N,N,N,0,3,
Zd.0010_P2_P5_P1.1.1.1,7/5/23,7/5/23,197,55,1,8.8,59.6,13.6,44.5,7/19/23,20.2,8/9/23,N,N,N,,,1
Zd.0010_P2_P5_P1.1.1.1,7/3/23,7/2/23,230,83,2,8.9,68.2,14.4,57.6,7/18/23,,,N,N,Y,,,2
Zd.0010_P2_P5_P1.2.1.1,6/30/23,7/1/23,180,71,4,,,,,,52.4,8/3/23,N,N,N,0,1,
Zd.0010_P2_P5_P1.2.1.1,6/28/23,6/28/23,177,75,5,8.7,63.2,13,61.6,7/19/23,45.2,8/2/23,N,N,N,,,1
Zd.0010_P2_P5_P1.2.1.1,6/28/23,6/27/23,176,73,4,7.6,56.5,12.2,60.2,7/18/23,,,N,N,N,,,1
Zd.0010_P2_P5_P1.4.1.1,7/22/23,7/22/23,143,15,1,,,,,,,,N,N,N,0,3,
Zd.0010_P2_P5_P1.4.1.1,7/3/23,7/3/23,225,90,2,8.8,72.2,14.9,56.2,7/20/23,45.9,8/5/23,N,N,N,,,4
Zd.0010_P2_P5_P1.4.1.1,7/5/23,7/6/23,206,70,3,10.1,69.9,13.6,62.8,7/16/23,53.3,8/10/23,N,N,N,0,2,3
Zd.0010_P2_P5_P2.1.1.1,6/27/23,6/27/23,,,,,,,,,,,N,N,N,,,
Zd.0010_P2_P5_P2.1.1.1,7/3/23,6/30/23,174,60,2,7,50.7,11.7,,,,,N,N,N,,,1
Zd.0010_P2_P5_P2.1.1.1,7/4/23,7/2/23,228,92,2,8.4,61.5,14.5,58.2,7/17/23,50.3,8/7/23,N,N,N,,,2
Zd.0010_P2_P5_P2.2.1.1,7/10/23,7/6/23,,,,,,,,,,,N,N,N,0,1,
Zd.0010_P2_P5_P2.2.1.1,7/2/23,6/30/23,172,49,1,8.6,60.1,15.3,,,,,N,N,N,,,2
Zd.0010_P2_P5_P2.2.1.1,7/8/23,7/7/23,222,67,2,8.8,57.6,12.6,56.5,7/16/23,13,8/15/23,N,N,N,,,3
Zd.0010_P2_P5_P2.3.1.1,7/6/23,7/6/23,195,85,3,,,,,,47.6,8/9/23,N,N,N,0,1,
Zd.0010_P2_P5_P2.3.1.1,7/2/23,7/2/23,168,58,2,7.9,49.9,12,50.3,7/20/23,45,8/5/23,N,N,N,,,1
Zd.0010_P2_P5_P2.3.1.1,7/4/23,7/2/23,155,72,2,7.6,51.2,11.4,53.6,7/17/23,,,N,N,N,,,2
Zd.0010_P2_P5_P2.4.1.1,6/28/23,6/28/23,,,,,,,,,,,N,N,N,,,
Zd.0010_P2_P5_P2.4.1.1,7/2/23,7/2/23,201,60,2,8.6,63.6,13.2,55.1,7/19/23,42.5,8/5/23,N,N,N,,,2
Zd.0010_P2_P5_P2.4.1.1,7/3/23,7/2/23,195,67,3,8,54.2,12.4,60,7/16/23,,,N,N,N,,,1
Zd.0010_P2_P5_P3.1.1.1,7/4/23,7/2/23,175,50,2,,,,,,,,N,N,N,0,1,
Zd.0010_P2_P5_P3.1.1.1,7/4/23,6/30/23,149,43,2,7,52.2,14.5,,,,,N,N,N,,,1
Zd.0010_P2_P5_P3.1.1.1,7/1/23,6/30/23,196,73,3,7.8,64.1,13.6,62.5,7/17/23,42.5,8/3/23,N,N,N,,,1
Zd.0010_P2_P5_P3.3.1.1,7/5/23,7/2/23,126,32,2,,,,,,23.7,8/9/23,N,N,N,0,1,
Zd.0010_P2_P5_P3.3.1.1,7/11/23,7/7/23,141,35,1,7.2,45,12,51.2,7/20/23,21.2,8/10/23,N,N,N,,,0
Zd.0010_P2_P5_P3.3.1.1,7/5/23,6/30/23,149,40,2,8.2,54,14.2,59.2,7/16/23,,,N,N,N,,,1
Zd.0010_P2_P5_P4.1.1.1,7/4/23,7/2/23,205,66,2,,,,,,20.4,8/7/23,N,N,N,1,1,
Zd.0010_P2_P5_P4.1.1.1,7/3/23,6/30/23,178,67,2,7,53.1,13.2,56.3,7/19/23,47.3,8/5/23,N,N,N,,,2
Zd.0010_P2_P5_P4.1.1.1,7/1/23,6/29/23,200,62,2,9,69.5,13.2,61.3,7/16/23,55.4,8/3/23,N,N,N,0,1,2
Zd.0010_P2_P5_P4.2.1.1,7/1/23,6/29/23,180,70,2,,,,,,,,N,N,N,0,1,
Zd.0010_P2_P5_P4.2.1.1,6/30/23,6/29/23,179,55,2,8.2,58.7,13.5,56.2,7/18/23,40.1,8/3/23,N,N,N,,,1
Zd.0010_P2_P5_P4.2.1.1,7/1/23,6/29/23,165,64,2,8,56.4,11.5,53.3,7/18/23,,,N,N,N,,,0
Zd.0010_P2_P5_P4.4.1.1,7/5/23,7/5/23,173,52,2,,,,,,39.9,8/9/23,N,N,N,1,1,
Zd.0010_P2_P5_P4.4.1.1,6/29/23,6/28/23,166,54,2,8.6,61.3,12.6,58.1,7/19/23,34.6,8/2/23,N,N,N,,,2
Zd.0010_P2_P5_P4.4.1.1,6/26/23,6/27/23,193,80,3,9.7,69.3,13.6,62.2,7/17/23,,,N,N,N,,,2
Zd.0010_P3_P1_P1.1.1.1,7/4/23,7/1/23,185,90,2,,,,,,,,N,N,N,0,1,
Zd.0010_P3_P1_P1.1.1.1,7/1/23,6/28/23,218,84,3,9.3,66.3,15,60.4,7/19/23,49.5,8/3/23,N,N,N,,,2
Zd.0010_P3_P1_P1.1.1.1,7/2/23,7/1/23,206,70,2,6.4,53.5,14.7,47.4,7/17/23,36.5,8/5/23,N,N,N,,,1
Zd.0010_P3_P1_P1.3.1.1,6/30/23,6/29/23,,,,,,,,,,,N,N,N,0,1,
Zd.0010_P3_P1_P1.3.1.1,6/29/23,6/29/23,202,72,2,7.6,58,15,52.4,7/19/23,38.6,8/2/23,N,N,N,,,2
Zd.0010_P3_P1_P1.3.1.1,6/29/23,6/28/23,220,85,3,9.1,70.5,15.2,57.4,7/18/23,,,N,N,N,,,2
Zd.0010_P3_P1_P2.1.1.1,7/3/23,7/1/23,184,75,2,,,,,,38.3,8/5/23,N,N,N,1,1,
Zd.0010_P3_P1_P2.1.1.1,6/28/23,6/27/23,167,57,2,7.1,52.7,14.3,44.1,7/20/23,37.4,8/2/23,N,N,N,,,0
Zd.0010_P3_P1_P2.1.1.1,6/28/23,6/28/23,163,63,3,8.4,62.5,12.7,49.9,7/18/23,,,N,N,N,,,
Zd.0010_P3_P1_P2.2.1.1,7/4/23,7/2/23,235,82,2,,,,,,43.4,8/7/23,N,N,N,1,1,
Zd.0010_P3_P1_P2.2.1.1,7/1/23,6/30/23,222,83,2,9.1,66.5,15.5,60.9,7/20/23,46.8,8/3/23,N,N,N,,,0
Zd.0010_P3_P1_P2.2.1.1,7/1/23,7/1/23,224,90,4,8.5,69.1,15.5,60.6,7/17/23,48.9,8/5/23,N,N,N,,,1
Zd.0010_P3_P2_P1.1.1.1,7/1/23,6/27/23,,,,,,,,,,,N,N,N,0,1,
Zd.0010_P3_P2_P1.1.1.1,6/28/23,6/27/23,174,56,2,7,56.5,11.5,,,,,N,N,N,,,1
Zd.0010_P3_P2_P1.1.1.1,7/2/23,7/2/23,194,68,3,8.1,55.9,14,58.8,7/17/23,27.9,8/5/23,N,N,N,,,1
Zd.0010_P3_P2_P1.3.1.1,6/27/23,6/26/23,177,75,3,,,,,,,,N,N,N,1,1,
Zd.0010_P3_P2_P1.3.1.1,6/28/23,6/28/23,176,65,3,8.5,58.7,12.2,54.8,7/19/23,37.1,8/2/23,N,N,N,,,1
Zd.0010_P3_P2_P1.3.1.1,7/1/23,7/1/23,175,53,2,8,58.8,13.5,65.7,7/17/23,45.7,8/3/23,N,N,N,,,1
Zd.0010_P3_P2_P1.4.1.1,7/5/23,7/5/23,195,77,3,,,,,,22.4,8/9/23,N,N,Y,1,1,
Zd.0010_P3_P2_P1.4.1.1,6/29/23,6/29/23,177,75,4,7.5,66.4,13.7,47.4,7/19/23,57.4,8/2/23,N,N,N,,,1
Zd.0010_P3_P2_P1.4.1.1,7/4/23,7/5/23,173,58,3,8.6,61.5,12.4,60,7/17/23,41.1,8/7/23,N,N,N,,,1
Zd.0010_P3_P2_P2.1.1.1,7/2/23,7/1/23,196,67,2,,,,,,40.1,8/5/23,N,N,N,0,1,
Zd.0010_P3_P2_P2.1.1.1,7/1/23,6/30/23,215,83,2,8.6,66,15.3,57.6,7/19/23,44.4,8/3/23,N,N,N,,,1
Zd.0010_P3_P2_P2.1.1.1,7/1/23,7/1/23,200,60,3,8.2,59.6,16,56.6,7/16/23,,,N,N,N,,,1
Zd.0010_P3_P2_P2.3.1.1,7/1/23,6/30/23,153,52,1,,,,,,36.5,8/3/23,N,N,N,1,1,
Zd.0010_P3_P2_P2.3.1.1,7/3/23,7/5/23,131,40,3,8.4,54.2,11.2,51.5,7/19/23,29.1,8/5/23,N,N,N,,,2
Zd.0010_P3_P2_P2.3.1.1,7/2/23,7/11/23,152,55,4,7.7,48.8,11.7,61,7/17/23,49.9,8/5/23,N,N,N,,,1
Zd.0010_P3_P2_P3.1.1.1,7/7/23,7/7/23,200,71,2,,,,,,11.5,8/9/23,N,N,N,0,1,
Zd.0010_P3_P2_P3.1.1.1,7/9/23,7/6/23,184,49,4,9,60.5,13.1,61.6,7/19/23,16.5,8/16/23,N,N,N,,,2
Zd.0010_P3_P2_P3.1.1.1,7/1/23,7/1/23,193,72,3,8.8,59.7,13.7,64.8,7/16/23,53.2,8/3/23,N,N,N,,,2
Zd.0010_P3_P2_P3.2.1.1,7/1/23,7/1/23,177,67,2,,,,,,33.4,8/3/23,N,N,N,0,1,
Zd.0010_P3_P2_P3.2.1.1,7/4/23,7/2/23,190,70,2,8.4,67,13.5,58,7/19/23,24.8,8/7/23,N,N,N,,,1
Zd.0010_P3_P2_P3.2.1.1,7/1/23,6/30/23,181,55,3,10,68.4,14.5,59.3,7/18/23,,,N,N,N,,,1
Zd.0010_P3_P2_P3.3.1.1,6/27/23,6/26/23,165,45,3,,,,,,,,N,N,N,1,1,
Zd.0010_P3_P2_P3.3.1.1,6/30/23,6/29/23,150,39,2,8.6,57.5,12.7,58.4,7/19/23,25.6,8/3/23,N,N,N,,,2
Zd.0010_P3_P2_P3.3.1.1,6/26/23,6/26/23,154,40,2,9,57.8,12,58.9,7/16/23,56.1,7/31/23,N,N,N,0,2,2
Zd.0010_P3_P2_P4.1.1.1,7/6/23,7/6/23,201,80,4,,,,,,,,N,N,N,0,1,
Zd.0010_P3_P2_P4.1.1.1,7/7/23,7/8/23,202,73,2,8.1,56.9,15.5,58.4,7/20/23,42.4,8/10/23,N,N,N,,,2
Zd.0010_P3_P2_P4.1.1.1,7/6/23,7/6/23,208,85,3,8.9,59.8,15.5,60,7/18/23,,,N,N,N,,,3
Zd.0010_P3_P2_P4.2.1.1,7/4/23,7/2/23,232,75,2,,,,,,,,N,N,N,1,1,
Zd.0010_P3_P2_P4.2.1.1,7/2/23,6/28/23,208,80,2,8.1,56.9,14.9,,,,,N,N,N,,,2
Zd.0010_P3_P2_P4.2.1.1,7/4/23,7/2/23,218,71,2,10,64.6,16.5,71,7/16/23,37.1,8/7/23,N,N,N,,,3
Zd.0010_P3_P2_P4.3.1.1,7/6/23,7/7/23,170,56,3,,,,,,53.8,8/9/23,N,N,N,1,3,
Zd.0010_P3_P2_P4.3.1.1,6/29/23,6/29/23,176,65,2,7.4,59.6,12,,,,,N,N,N,,,2
Zd.0010_P3_P2_P4.3.1.1,7/1/23,7/2/23,199,78,5,8,51.1,13,62.1,7/16/23,50.3,8/3/23,N,N,N,,,1
Zd.0010_P3_P2_P5.1.1.1,6/27/23,6/29/23,191,55,3,,,,,,,,N,N,N,0,1,
Zd.0010_P3_P2_P5.1.1.1,6/29/23,6/29/23,163,47,3,8,55.5,13,52.9,7/20/23,51.7,8/2/23,N,N,N,,,1
Zd.0010_P3_P2_P5.1.1.1,6/30/23,7/1/23,157,45,3,7.6,57.9,13.4,62,7/16/23,18.4,8/3/23,N,N,N,,,2
Zd.0010_P3_P2_P5.2.1.1,7/3/23,7/2/23,206,78,2,,,,,,,,N,N,N,0,1,
Zd.0010_P3_P2_P5.2.1.1,7/3/23,7/3/23,206,75,4,8.4,66.8,14.2,49.8,7/20/23,41.8,8/5/23,N,N,N,,,2
Zd.0010_P3_P2_P5.2.1.1,7/4/23,7/4/23,165,73,2,9,68.1,14.5,49.6,7/17/23,,,N,N,N,0,1,2
Zd.0010_P3_P2_P5.3.1.1,6/29/23,6/28/23,186,65,2,,,,,,,,N,N,N,0,1,
Zd.0010_P3_P2_P5.3.1.1,6/28/23,6/28/23,161,56,2,6.4,58.5,13.8,58.5,7/19/23,44.1,8/1/23,N,N,N,,,1
Zd.0010_P3_P2_P5.3.1.1,6/29/23,6/28/23,191,63,2,8,63.1,13.9,57.9,7/17/23,46.9,8/2/23,N,N,N,,,1
Zd.0010_P3_P2_P5.4.1.1,6/27/23,6/27/23,,,,,,,,,,,N,N,N,,,
Zd.0010_P3_P2_P5.4.1.1,6/25/23,6/25/23,176,70,2,6.4,48.2,12.3,55.3,7/19/23,46.9,7/31/23,N,N,N,,,1
Zd.0010_P3_P2_P5.4.1.1,7/2/23,6/30/23,164,64,3,8.5,56.5,14.5,59.2,7/17/23,,,N,N,N,0,1,1
Zd.0010_P3_P3_P1.3.1.1,7/2/23,7/2/23,185,66,3,,,,,,,,N,N,N,1,1,
Zd.0010_P3_P3_P1.3.1.1,7/1/23,6/29/23,198,69,5,8.3,54.1,13.4,57.8,7/19/23,51.9,8/3/23,N,N,N,,,2
Zd.0010_P3_P3_P1.3.1.1,7/1/23,7/1/23,192,70,3,6.7,56.5,13.6,62,7/17/23,46.5,8/3/23,N,N,N,,,1
Zd.0010_P3_P3_P1.4.1.1,7/3/23,7/1/23,189,55,1,,,,,,14.2,8/5/23,N,N,N,0,1,
Zd.0010_P3_P3_P1.4.1.1,7/8/23,7/3/23,137,43,1,5.8,44.6,12.6,,,,,N,N,N,,,0
Zd.0010_P3_P3_P1.4.1.1,7/2/23,6/30/23,203,86,3,8.1,66.1,14.6,63,7/16/23,37.7,8/5/23,N,N,N,,,3
Zd.0010_P3_P3_P2.1.1.1,6/30/23,6/28/23,195,65,2,,,,,,,,N,N,N,1,1,
Zd.0010_P3_P3_P2.1.1.1,6/30/23,6/29/23,166,62,2,7.4,53.1,14,,,,,N,N,N,,,1
Zd.0010_P3_P3_P2.1.1.1,7/1/23,7/1/23,180,50,3,8.8,72.6,13.5,52.6,7/16/23,42.8,8/3/23,N,N,N,1,2,1
Zd.0010_P3_P3_P2.2.1.1,7/2/23,7/1/23,245,108,2,,,,,,42.1,8/5/23,N,N,N,1,1,
Zd.0010_P3_P3_P2.2.1.1,7/5/23,7/4/23,220,88,2,7.7,69,13.5,48.7,7/19/23,16.4,8/10/23,N,N,N,,,2
Zd.0010_P3_P3_P2.2.1.1,7/1/23,6/30/23,220,95,3,8,58,14.1,55.5,7/17/23,45.6,8/5/23,N,N,N,,,1
Zd.0010_P3_P3_P2.4.1.1,6/29/23,6/29/23,200,55,2,,,,,,37.5,8/2/23,N,N,N,1,1,
Zd.0010_P3_P3_P2.4.1.1,6/28/23,6/28/23,173,56,2,7.8,68.2,13.2,53.8,7/19/23,34.5,8/2/23,N,N,N,,,1
Zd.0010_P3_P3_P2.4.1.1,6/27/23,6/27/23,178,49,4,8.8,68.4,14,50.5,7/16/23,40.8,8/1/23,N,N,N,,,1
Zd.0010_P3_P3_P3.2.1.1,6/29/23,6/29/23,162,65,2,,,,,,34.7,8/2/23,N,N,N,1,1,
Zd.0010_P3_P3_P3.2.1.1,6/29/23,6/30/23,147,54,3,7.6,52,11.8,57.6,7/19/23,48.1,8/2/23,N,N,N,,,2
Zd.0010_P3_P3_P3.2.1.1,6/27/23,6/28/23,154,60,2,9.5,61.4,11.2,51,7/18/23,,,N,N,N,,,2
Zd.0010_P3_P3_P3.4.1.1,6/28/23,6/28/23,190,72,2,,,,,,,,N,N,N,1,1,
Zd.0010_P3_P3_P3.4.1.1,6/29/23,6/30/23,187,69,2,7.7,55.6,14,62.8,7/20/23,,,N,N,N,,,2
Zd.0010_P3_P3_P3.4.1.1,7/1/23,7/1/23,185,73,3,7.9,62,13.5,59.4,7/17/23,,,N,N,N,,,2
Zd.0010_P3_P4_P1.1.1.1,6/30/23,6/28/23,,,,,,,,,,,N,N,N,,,
Zd.0010_P3_P4_P1.1.1.1,7/2/23,7/1/23,185,60,2,9,67,16,56.1,7/19/23,36.7,8/5/23,N,N,N,,,1
Zd.0010_P3_P4_P1.1.1.1,6/30/23,6/29/23,198,76,3,9.5,67.2,15.2,60.8,7/18/23,,,N,N,N,,,1
Zd.0010_P3_P4_P1.2.1.1,6/30/23,7/1/23,214,73,6,,,,,,,,N,N,Y,0,1,
Zd.0010_P3_P4_P1.2.1.1,6/30/23,7/1/23,165,45,1,6.7,57.5,12.5,38.2,7/19/23,23.5,8/3/23,N,N,N,,,1
Zd.0010_P3_P4_P1.2.1.1,6/30/23,6/30/23,200,73,8,8.2,64.5,14,54.1,7/18/23,,,N,N,Y,,,0
Zd.0010_P3_P4_P1.3.1.1,6/28/23,6/28/23,187,70,3,,,,,,33.5,8/2/23,N,N,N,1,1,
Zd.0010_P3_P4_P1.3.1.1,6/30/23,6/30/23,175,50,2,9.9,68.9,14.7,62.9,7/19/23,59.8,8/3/23,N,N,N,,,1
Zd.0010_P3_P4_P1.3.1.1,7/1/23,6/29/23,171,66,3,8.6,60.4,14.3,61.6,7/17/23,32.7,8/5/23,N,N,N,,,1
Zd.0010_P3_P4_P2.1.1.1,7/1/23,7/1/23,225,90,2,,,,,,48.8,8/3/23,N,N,N,1,1,
Zd.0010_P3_P4_P2.1.1.1,7/3/23,7/3/23,224,86,4,8.4,63.1,15,61,7/19/23,34.8,8/5/23,N,N,N,,,3
