Lines,DTS,DTA,PH,EH,EN,BW,BL,SL,SPAD1,SPAD1_Date,SPAD2,SPAD2_Date,ST,StPu,StPi,Kinki,Prolif,NBR
Zv.0420_P3_P3_P2.1.1.1,7/2/23,7/2/23,165,36,1,,,,29.3,7/18/23,,,N,N,N,,,
Zv.0420_P3_P3_P2.1.1.1,6/30/23,6/30/23,168,53,3,6,54,13.1,15.6,7/17/23,23.3,8/3/23,N,N,N,,,
Zv.0420_P3_P3_P2.2.1.1,6/28/23,6/27/23,,,,,,,,,,,N,N,N,0,1,
Zv.0420_P3_P3_P2.2.1.1,7/2/23,7/1/23,190,59,3,6.9,55.1,15.5,54.6,7/19/23,22.2,8/5/23,N,N,N,,,1
Zv.0420_P3_P3_P2.2.1.1,7/1/23,6/30/23,190,73,3,7.6,62,15,54.9,7/17/23,42.4,8/5/23,N,N,N,,,2
Zv.0420_P3_P4_P1.2.1.1,7/1/23,6/30/23,207,37,2,,,,,,,,N,N,N,0,1,
Zv.0420_P3_P4_P1.2.1.1,6/30/23,6/28/23,187,70,2,7.1,54.5,13.5,,,,,N,N,N,,,1
Zv.0420_P3_P4_P1.2.1.1,7/1/23,6/30/23,220,76,2,7.7,67.8,14.1,46.8,7/18/23,,,N,N,N,,,2
Zv.0420_P3_P4_P2.1.1.1,6/28/23,6/27/23,197,67,4,,,,,,,,N,N,N,1,1,
Zv.0420_P3_P4_P2.1.1.1,6/29/23,6/28/23,183,68,2,7.7,61,13.4,68.2,7/20/23,42.1,8/2/23,N,N,N,,,0
Zv.0420_P3_P4_P2.1.1.1,6/28/23,6/29/23,193,66,3,8.8,68.2,14.2,60.9,7/17/23,50.2,8/1/23,N,N,N,,,1
Zv.0420_P3_P4_P2.2.1.1,7/3/23,7/4/23,,,,,,,,,,,N,N,N,1,3,
Zv.0420_P3_P4_P2.2.1.1,6/29/23,6/29/23,174,62,3,8.1,61,12.3,63.8,7/19/23,48.5,8/2/23,N,N,N,,,1
Zv.0420_P3_P4_P2.2.1.1,6/28/23,6/28/23,175,65,6,7.4,54.9,11,61.6,7/16/23,52.6,8/2/23,N,N,N,0,3,2
Zv.0430_P3_P1_P1.1.1.1,7/3/23,7/1/23,235,112,5,,,,,,,,N,N,N,0,1,
Zv.0430_P3_P1_P1.1.1.1,7/3/23,7/4/23,201,74,2,8.6,61.3,14.3,58.8,7/19/23,35.2,8/5/23,N,N,N,,,1
Zv.0430_P3_P1_P1.1.1.1,7/1/23,7/3/23,211,85,4,7.6,54.5,14.6,57.3,7/17/23,56.2,8/5/23,N,N,N,,,1
Zv.0430_P3_P1_P1.2.1.1,7/10/23,7/7/23,189,57,2,,,,,,,,N,N,N,1,1,
Zv.0430_P3_P1_P1.2.1.1,7/4/23,7/4/23,225,77,2,8.9,64,14.3,61.3,7/19/23,41.9,8/7/23,N,N,N,,,2
Zv.0430_P3_P1_P1.2.1.1,7/10/23,7/10/23,205,74,1,8.5,60.6,13,55,7/17/23,27,8/15/23,N,N,N,,,1
Zv.0430_P3_P2_P1.1.1.1,7/2/23,7/2/23,,,,,,,,,,,N,N,N,,,
Zv.0430_P3_P2_P1.1.1.1,7/2/23,7/2/23,200,70,1,8,60.5,13.5,44.8,7/19/23,32.6,8/5/23,N,N,N,,,1
Zv.0430_P3_P2_P1.1.1.1,7/1/23,7/1/23,202,73,4,9,65.8,13.5,61.2,7/16/23,49.3,8/3/23,N,N,N,,,1
Zv.0430_P3_P2_P1.2.1.1,7/2/23,7/1/23,215,77,2,,,,,,35.6,8/5/23,N,N,N,0,1,
Zv.0430_P3_P2_P1.2.1.1,7/3/23,7/2/23,209,84,2,7.6,58.4,13.8,54.5,7/20/23,36.5,8/5/23,N,N,N,,,2
Zv.0430_P3_P2_P1.2.1.1,7/1/23,7/1/23,196,70,2,8.4,65,13,61.2,7/16/23,44.4,8/3/23,N,N,N,,,1
Zv.0430_P3_P3_P1.1.1.1,7/4/23,7/1/23,190,57,4,,,,,,,,N,N,N,1,1,
Zv.0430_P3_P3_P1.1.1.1,7/3/23,7/3/23,175,60,5,6.8,52.1,12.5,,,,,N,N,N,,,1
Zv.0430_P3_P3_P1.1.1.1,6/28/23,6/28/23,193,70,6,8.4,64.4,13.9,52.3,7/17/23,40.1,8/1/23,N,N,N,,,2
Zv.0430_P3_P3_P1.2.1.1,6/27/23,6/27/23,,,,,,,,,,,N,N,N,2,1,
Zv.0430_P3_P3_P1.2.1.1,6/27/23,6/27/23,171,53,3,7,55.6,12.8,67.7,7/19/23,26.2,8/1/23,N,N,Y,,,1
Zv.0430_P3_P3_P1.2.1.1,7/1/23,6/29/23,164,60,3,8.6,59.1,12.3,65.1,7/18/23,,,N,N,N,,,0
Zv.0430_P3_P4_P1.2.1.1,7/3/23,7/1/23,,,,,,,,,,,N,N,N,0,4,
Zv.0430_P3_P4_P1.2.1.1,7/2/23,7/2/23,243,95,5,7.8,62.9,13.8,47.3,7/20/23,51.1,8/5/23,N,N,N,,,1
Zv.0430_P3_P4_P1.2.1.1,7/11/23,7/10/23,202,80,1,8.4,,14.5,59.2,7/17/23,,,N,N,N,,,1
Zv.0430_P3_P4_P1.3.1.1,6/27/23,6/27/23,210,76,2,,,,,,34.8,8/1/23,N,N,N,0,1,
Zv.0430_P3_P4_P1.3.1.1,6/28/23,6/28/23,205,65,3,8.6,69,13.3,59.9,7/19/23,32.1,8/2/23,N,N,N,,,1
Zv.0430_P3_P4_P1.3.1.1,7/5/23,7/5/23,201,60,1,7.2,63.6,16,46.9,7/17/23,38.6,8/10/23,N,N,N,,,1
Zv.0430_P3_P5_P1.1.1.1,6/27/23,6/27/23,249,98,2,,,,,,,,N,N,N,0,1,
Zv.0430_P3_P5_P1.1.1.1,7/12/23,7/10/23,240,93,1,8.2,70.5,14,65.9,7/19/23,44.8,8/16/23,N,N,N,,,3
Zv.0430_P3_P5_P1.1.1.1,7/17/23,7/9/23,203,,,7.9,64.2,13.6,56.1,7/17/23,,,N,N,N,,,4
Zv.0440_P4_P2_P1.1.1.1,7/1/23,6/29/23,,,,,,,,,,,N,N,N,1,1,
Zv.0440_P4_P2_P1.1.1.1,7/2/23,6/30/23,154,59,2,5.8,44.8,12.4,,,,,N,N,N,,,1
Zv.0440_P4_P2_P1.1.1.1,7/1/23,7/1/23,194,65,2,7,64.9,13.6,55.3,7/16/23,50.1,8/3/23,N,N,N,,,2
Zv.0440_P4_P3_P1.2.1.1,7/7/23,7/5/23,200,74,2,,,,,,26,8/9/23,N,N,N,0,1,
Zv.0440_P4_P3_P1.2.1.1,7/12/23,7/8/23,200,70,2,6.1,60.4,15.2,45.1,7/19/23,13.4,8/15/23,N,N,N,,,2
Zv.0440_P4_P3_P1.2.1.1,7/20/23,7/16/23,162,,,6.5,65.4,14.8,43.4,7/16/23,,8/25/23,N,N,N,,,2
Zv.0440_P4_P4_P1.1.1.1,6/30/23,7/1/23,238,80,3,,,,,,48.5,8/3/23,N,N,N,1,1,
Zv.0440_P4_P4_P1.1.1.1,6/30/23,6/29/23,219,93,4,7.2,64.1,14.8,61.9,7/19/23,45.8,8/3/23,N,N,Y,,,3
Zv.0440_P4_P4_P1.1.1.1,6/30/23,6/30/23,231,92,5,7.4,63,14.8,54.7,7/17/23,42.9,8/3/23,N,N,N,,,2
Zv.0440_P4_P5_P1.1.1.1,6/29/23,7/1/23,205,71,4,,,,,,47.6,8/2/23,N,N,N,1,1,
Zv.0440_P4_P5_P1.1.1.1,7/2/23,7/1/23,197,58,2,9,62.4,13.8,,,,,N,N,N,,,1
Zv.0440_P4_P5_P1.1.1.1,7/3/23,7/2/23,202,70,3,8.2,60.8,14.4,59,7/17/23,48.3,8/5/23,N,N,N,,,1
Zv.0040_P3_P1_P1.1.1.1,6/27/23,6/27/23,,,,,,,,,,,N,N,Y,1,1,
Zv.0040_P3_P1_P1.1.1.1,6/28/23,6/28/23,176,70,2,7.3,56.8,14.3,55.4,7/20/23,,,N,N,Y,,,1
Zv.0040_P3_P1_P1.1.1.1,6/27/23,6/27/23,187,67,2,8.4,59.1,13.2,63.4,7/16/23,9.4,8/1/23,N,N,N,1,1,1
Zv.0040_P3_P1_P1.2.1.1,7/5/23,7/5/23,195,67,2,,,,,,34.6,8/9/23,N,N,N,1,1,
Zv.0040_P3_P1_P1.2.1.1,7/3/23,7/2/23,171,60,1,8,62.2,13,,,,,N,N,N,,,2
Zv.0040_P3_P1_P1.2.1.1,7/1/23,7/1/23,180,47,2,9.6,72.2,13,57.4,7/16/23,27,8/3/23,N,N,N,0,1,2
Zv.0040_P3_P2_P1.2.1.1,7/4/23,7/2/23,238,92,4,,,,,,27.3,8/7/23,N,N,N,1,1,
Zv.0040_P3_P2_P1.2.1.1,7/3/23,7/4/23,227,79,2,8.6,68.5,16.2,55.8,7/20/23,45.6,8/5/23,N,N,N,,,2
Zv.0040_P3_P2_P1.2.1.1,7/4/23,7/1/23,213,62,2,8.3,68.7,16,58.1,7/16/23,30.2,8/7/23,N,N,N,0,1,2
Zv.0040_P3_P3_P1.1.1.1,7/2/23,7/2/23,228,85,4,,,,,,,,N,N,N,0,1,
Zv.0040_P3_P3_P1.1.1.1,7/3/23,7/3/23,245,95,3,8.3,71.1,15.8,56.6,7/19/23,35,8/5/23,N,N,N,,,2
Zv.0040_P3_P3_P1.1.1.1,7/2/23,7/1/23,239,102,7,8.3,57.9,16.4,53.9,7/16/23,27.4,8/5/23,N,N,N,,,1
Zv.0040_P3_P3_P1.2.1.1,7/3/23,7/2/23,177,82,7,,,,,,,,N,N,N,1,2,
Zv.0040_P3_P3_P1.2.1.1,6/30/23,7/1/23,184,80,8,7.1,59,15.4,57.5,7/19/23,46.1,8/3/23,N,N,N,,,0
Zv.0040_P3_P3_P1.2.1.1,7/1/23,7/1/23,211,101,6,7.7,55,15.1,59.4,7/17/23,,,N,N,Y,,,1
Zv.0040_P3_P4_P1.1.1.1,7/3/23,7/2/23,195,63,1,,,,,,31.33,8/5/23,N,N,N,1,1,
Zv.0040_P3_P4_P1.1.1.1,7/7/23,7/6/23,155,50,2,7.5,67.5,12.5,56.4,7/20/23,,,N,N,N,,,1
Zv.0040_P3_P4_P1.1.1.1,7/3/23,6/30/23,190,72,3,7.5,63.3,13.6,54.6,7/16/23,54.1,8/5/23,N,N,N,,,1
Zv.0040_P3_P5_P1.1.1.1,6/28/23,6/27/23,207,85,4,,,,,,,,N,N,Y,0,1,
Zv.0040_P3_P5_P1.1.1.1,7/3/23,7/2/23,188,68,4,6.8,49.4,16,49.6,7/19/23,34.2,8/5/23,N,N,N,,,2
Zv.0040_P3_P5_P1.1.1.1,7/1/23,7/2/23,182,83,4,7.7,55.4,16,56.9,7/17/23,,,N,N,N,,,1
Zv.0040_P3_P5_P1.2.1.1,7/3/23,6/27/23,177,54,2,,,,,,,,N,N,N,0,1,
Zv.0040_P3_P5_P1.2.1.1,7/2/23,6/26/23,186,55,2,7.8,62.9,12.6,54.7,7/20/23,34.3,8/5/23,N,N,N,,,1
Zv.0040_P3_P5_P1.2.1.1,7/2/23,6/28/23,181,60,2,7.9,62.9,13.2,52.4,7/17/23,,,N,N,N,,,0
Zv.0340_P1_P1_P1.1.1.1,7/4/23,7/4/23,240,88,2,,,,,,,,N,N,N,1,1,
Zv.0340_P1_P1_P1.1.1.1,7/10/23,7/6/23,217,76,3,7.7,59.2,14.1,54.1,7/19/23,27.7,8/16/23,N,N,N,,,2
Zv.0340_P1_P1_P1.1.1.1,7/5/23,7/5/23,237,92,3,8,57.1,14.8,57.4,7/16/23,,,N,N,N,0,1,2
Zv.0340_P1_P1_P1.2.1.1,6/30/23,7/1/23,230,83,5,,,,,,48.5,8/3/23,N,N,N,0,1,
Zv.0340_P1_P1_P1.2.1.1,6/30/23,7/3/23,215,87,3,8.5,62,14.4,57.3,7/20/23,47.1,8/3/23,N,N,N,,,3
Zv.0340_P1_P1_P1.2.1.1,6/30/23,7/1/23,123,87,4,8.8,69.2,14.6,64.8,7/16/23,44.2,8/3/23,N,Y,N,,,2
Zv.0340_P1_P2_P1.1.1.1,7/2/23,6/29/23,199,83,4,,,,,,13.9,8/5/23,N,N,N,1,1,
Zv.0340_P1_P2_P1.1.1.1,7/2/23,6/30/23,166,60,2,7.8,56.6,12.4,59.9,7/19/23,29.1,8/5/23,N,N,N,,,1
Zv.0340_P1_P2_P1.1.1.1,7/4/23,7/2/23,184,80,2,7.6,62.6,13.4,52,7/18/23,,,N,N,N,,,1
Zv.0340_P1_P2_P1.2.1.1,7/4/23,7/2/23,205,71,2,,,,,,36.2,8/7/23,N,N,N,1,1,
Zv.0340_P1_P2_P1.2.1.1,7/4/23,7/2/23,210,79,2,7.3,60.5,13.6,55.8,7/19/23,32.4,8/7/23,N,N,N,,,1
Zv.0340_P1_P2_P1.2.1.1,7/2/23,6/30/23,203,88,2,6,50.5,12.9,60.9,7/18/23,,,N,N,N,,,0
Zv.0340_P1_P3_P1.2.1.1,7/2/23,7/1/23,,,,,,,,,,,N,N,N,0,1,
Zv.0340_P1_P3_P1.2.1.1,7/3/23,7/5/23,199,77,2,8.6,74.1,12.1,61.8,7/19/23,29.4,8/5/23,N,N,N,,,1
Zv.0340_P1_P3_P1.2.1.1,7/2/23,7/2/23,217,85,4,8.6,68.4,15,57.7,7/16/23,52,8/5/23,N,N,N,,,2
Zv.0340_P1_P4_P1.1.1.1,6/27/23,6/27/23,185,77,4,,,,,,,,N,N,Y,1,1,
Zv.0340_P1_P4_P1.1.1.1,6/27/23,6/27/23,201,89,3,7.4,55.3,13,63.4,7/19/23,43.6,8/1/23,N,N,N,,,1
Zv.0340_P1_P4_P1.1.1.1,6/27/23,6/27/23,200,87,3,8,59,12.9,61.7,7/16/23,53,8/1/23,N,N,N,1,1,2
Zv.0340_P1_P4_P1.2.1.1,7/1/23,7/1/23,202,62,1,,,,,,,,N,N,N,0,1,
Zv.0340_P1_P4_P1.2.1.1,7/2/23,7/1/23,196,70,2,8.1,58.6,14.4,62,7/19/23,45.7,8/5/23,N,N,N,,,2
Zv.0340_P1_P4_P1.2.1.1,6/30/23,6/28/23,196,82,3,8.2,60,13.6,54.2,7/16/23,,,N,N,N,,,0
Zv.0340_P1_P5_P1.1.1.1,6/28/23,6/28/23,190,62,1,,,,,,,,N,N,N,0,1,
Zv.0340_P1_P5_P1.1.1.1,7/2/23,6/30/23,182,69,1,7,54.2,13,43.6,7/20/23,,,N,N,N,,,2
Zv.0340_P1_P5_P1.1.1.1,6/30/23,6/30/23,198,65,2,8.2,57.4,15,59,7/16/23,33.1,8/3/23,N,N,N,,,2
Zv.0340_P2_P2_P1.1.1.1,7/3/23,7/3/23,211,80,4,,,,,,32.2,8/5/23,N,N,N,1,1,
Zv.0340_P2_P2_P1.1.1.1,7/6/23,7/6/23,158,46,3,10.1,55,11.8,60.8,7/19/23,46.6,8/10/23,N,N,N,,,0
Zv.0340_P2_P2_P1.1.1.1,6/30/23,6/30/23,194,74,1,9.7,62.7,14.6,58.9,7/17/23,,,N,N,N,,,1
Zv.0340_P2_P3_P1.1.1.1,7/1/23,6/30/23,215,76,2,,,,,,,,N,N,Y,0,1,
Zv.0340_P2_P3_P1.1.1.1,7/5/23,7/2/23,171,60,3,,,,,,,,N,N,N,1,1,
Zv.0340_P2_P3_P1.1.1.1,6/25/23,6/24/23,,,,,,,,,,,N,N,N,0,1,
Zv.0340_P2_P3_P1.1.1.1,6/29/23,6/28/23,154,59,2,5.8,36.5,13,38.8,7/19/23,8.1,8/2/23,N,N,N,,,0
Zv.0340_P2_P3_P1.1.1.1,6/30/23,6/30/23,210,75,5,7.9,64.6,14,57.1,7/20/23,46.8,8/3/23,N,N,N,,,0
Zv.0340_P2_P3_P1.1.1.1,7/3/23,7/3/23,177,51,2,8.1,57.9,14.2,48.1,7/20/23,34.7,8/5/23,N,N,N,,,1
Zv.0340_P2_P3_P1.1.1.1,7/1/23,7/1/23,197,65,3,9.7,65.7,14.4,52.1,7/17/23,44.9,8/5/23,N,N,N,,,2
Zv.0340_P2_P3_P1.1.1.1,7/1/23,7/1/23,193,70,3,8.4,65.3,14.5,43.9,7/17/23,30.9,8/5/23,N,N,N,,,1
Zv.0340_P2_P3_P1.1.1.1,7/12/23,7/15/23,174,54,2,8.9,64.1,13.2,54.6,7/17/23,,,N,N,N,,,1
Zv.0340_P2_P3_P1.2.1.1,7/1/23,6/28/23,230,95,2,,,,,,,,N,N,N,1,1,
Zv.0340_P2_P3_P1.2.1.1,7/2/23,6/29/23,198,66,2,,,,,,26,8/5/23,N,N,N,1,1,
Zv.0340_P2_P3_P1.2.1.1,6/30/23,6/29/23,190,77,3,7.5,53.8,13.5,56.4,7/20/23,51,8/3/23,N,N,N,,,2
Zv.0340_P2_P3_P1.2.1.1,7/3/23,7/1/23,185,74,2,7,50,14.6,50.4,7/19/23,38.2,8/5/23,N,N,N,,,1
Zv.0340_P2_P3_P1.2.1.1,7/2/23,7/1/23,191,70,2,8.6,62.2,15.1,45.4,7/16/23,23.1,8/5/23,N,N,N,,,1
Zv.0340_P2_P3_P1.2.1.1,6/30/23,6/28/23,223,85,2,8.7,62.4,15,59.6,7/18/23,,,N,N,N,,,2
Zv.0220_P3_P1_P1.2.1.1,7/1/23,6/29/23,210,80,2,,,,,,,,N,N,N,0,1,
Zv.0220_P3_P1_P1.2.1.1,7/2/23,7/2/23,205,70,3,8.6,68.1,13.7,58.4,7/19/23,12.6,8/5/23,N,N,N,,,1
Zv.0220_P3_P1_P1.2.1.1,7/2/23,7/1/23,193,82,3,7.7,49.4,13.8,57.7,7/16/23,37.2,8/5/23,N,N,N,1,2,1
Zv.0220_P3_P1_P2.1.1.1,7/2/23,6/29/23,,,,,,,,,,,N,N,N,1,1,
Zv.0220_P3_P1_P2.1.1.1,7/2/23,7/2/23,204,75,6,9.2,55,13.8,56.1,7/19/23,32.4,8/5/23,N,N,N,,,1
Zv.0220_P3_P1_P2.1.1.1,7/1/23,6/30/23,191,67,7,9,51.7,13.6,61.9,7/16/23,31.1,8/3/23,N,N,N,,,0
Zv.0220_P3_P1_P2.2.1.1,7/2/23,6/28/23,,,,,,,,,,,N,N,N,,,
Zv.0220_P3_P1_P2.2.1.1,7/2/23,7/1/23,206,90,2,7.4,51.2,15.2,54.7,7/19/23,45.2,8/5/23,N,N,N,,,2
Zv.0220_P3_P1_P2.2.1.1,7/6/23,7/6/23,213,90,2,7.5,53.2,13.4,56.2,7/17/23,47.1,8/10/23,N,N,N,,,1
Zv.0220_P3_P2_P1.1.1.1,7/1/23,6/29/23,232,82,3,,,,,,,,N,N,N,1,1,
Zv.0220_P3_P2_P1.1.1.1,7/3/23,7/1/23,242,100,2,8.1,61.5,15.4,48.7,7/20/23,46.7,8/5/23,N,N,N,,,2
Zv.0220_P3_P2_P1.1.1.1,7/4/23,7/3/23,226,86,2,8.4,64,15,61.2,7/16/23,31.2,8/7/23,N,N,N,,,2
Zv.0220_P3_P2_P1.2.1.1,6/25/23,6/25/23,195,67,3,,,,,,,,N,N,N,0,1,
Zv.0220_P3_P2_P1.2.1.1,6/28/23,6/28/23,182,54,3,8,67,13.6,56.1,7/19/23,45.6,8/2/23,N,N,N,,,1
Zv.0220_P3_P2_P1.2.1.1,7/1/23,6/28/23,165,60,3,8.1,68.9,14.1,63.1,7/17/23,33.6,8/5/23,N,N,N,,,1
Zv.0220_P3_P2_P2.1.1.1,7/6/23,7/6/23,185,60,1,,,,,,38.1,8/9/23,N,N,N,0,1,
Zv.0220_P3_P2_P2.1.1.1,7/2/23,6/29/23,160,49,3,6.5,51.1,13,43.7,7/20/23,,,N,N,N,,,1
Zv.0220_P3_P2_P2.1.1.1,6/28/23,6/26/23,181,60,3,7.5,56,13,64.2,7/18/23,,,N,N,N,,,0
Zv.0220_P3_P2_P2.3.1.1,6/29/23,6/28/23,199,75,5,,,,,,40.5,8/2/23,N,N,N,1,1,
Zv.0220_P3_P2_P2.3.1.1,6/30/23,6/30/23,184,67,3,7.6,54.5,13.5,50.4,7/19/23,22.4,8/3/23,N,N,N,,,0
Zv.0220_P3_P2_P2.3.1.1,6/29/23,6/27/23,198,61,4,9.2,67.9,13,55.2,7/16/23,46.5,8/2/23,N,N,N,,,0
Zv.0220_P3_P4_P1.1.1.1,7/1/23,6/30/23,192,75,2,,,,,,,,N,N,N,0,1,
Zv.0220_P3_P4_P1.1.1.1,7/4/23,7/3/23,197,80,2,8.1,60.6,12.5,59.5,7/19/23,35.7,8/7/23,N,N,N,,,3
Zv.0220_P3_P4_P1.1.1.1,7/4/23,7/2/23,173,75,3,6.8,50.6,12.8,65.4,7/16/23,9.8,8/7/23,N,N,N,,,2
Zv.0220_P3_P4_P1.2.1.1,7/2/23,7/1/23,210,91,2,,,,,,36.7,8/5/23,N,N,N,1,1,
Zv.0220_P3_P4_P1.2.1.1,7/2/23,6/30/23,191,72,2,6.2,53.6,14.4,49.5,7/15/23,24.1,8/5/23,N,N,N,,,1
Zv.0220_P3_P4_P1.2.1.1,6/28/23,6/29/23,203,96,5,8.9,55.5,11.5,60.1,7/18/23,,,N,N,N,,,1
Zv.0220_P3_P5_P1.1.1.1,7/10/23,7/6/23,185,73,2,,,,,,,,N,N,N,0,1,
Zv.0220_P3_P5_P1.1.1.1,7/3/23,7/2/23,176,61,2,8.3,62.7,13,64.2,7/19/23,41.6,8/5/23,N,N,N,,,1
Zv.0220_P3_P5_P1.1.1.1,7/4/23,7/1/23,191,87,2,8,56.4,13,59.2,7/16/23,10.7,8/7/23,N,N,N,,,
Zv.0220_P3_P5_P1.2.1.1,7/1/23,6/29/23,,,,,,,,,,,N,N,Y,0,1,
Zv.0220_P3_P5_P1.2.1.1,6/30/23,6/29/23,178,79,5,7.9,47.9,12.8,55.4,7/19/23,38.5,8/3/23,N,N,N,,,1
Zv.0220_P3_P5_P1.2.1.1,7/1/23,7/1/23,190,77,3,8.4,53,14,56.2,7/16/23,42.5,8/3/23,N,N,N,1,2,2
Zv.0220_P3_P5_P2.1.1.1,6/29/23,6/29/23,200,71,2,,,,,,,,N,N,N,0,1,
Zv.0220_P3_P5_P2.1.1.1,7/2/23,7/2/23,147,43,6,6.5,60.5,14.7,66.1,7/20/23,56.5,8/5/23,N,N,N,,,1
Zv.0220_P3_P5_P2.1.1.1,7/2/23,6/30/23,176,60,3,7.9,61.9,12.4,55.8,7/18/23,,,N,N,N,,,2
Zv.0220_P3_P5_P2.2.1.1,7/3/23,7/2/23,200,65,3,,,,,,,,N,N,N,0,1,
Zv.0220_P3_P5_P2.2.1.1,7/6/23,7/4/23,194,57,3,9,68.5,13.8,56.8,7/19/23,16.9,8/9/23,N,N,N,,,2
Zv.0220_P3_P5_P2.2.1.1,7/3/23,7/4/23,212,86,4,8.2,69.3,14.4,59.2,7/16/23,45.4,8/5/23,N,N,N,,,2
Zv.0210_P1_P1_P1.2.1.1,7/2/23,6/29/23,187,72,4,,,,,,,,N,N,N,0,1,
Zv.0210_P1_P1_P1.2.1.1,6/30/23,6/28/23,185,69,3,9.3,65.2,15,61,7/19/23,36.9,8/3/23,N,N,N,,,2
Zv.0210_P1_P1_P1.2.1.1,7/2/23,7/1/23,181,77,3,8.2,54.7,14.3,63.4,7/16/23,45.1,8/5/23,N,N,N,,,1
Zv.0210_P1_P2_P1.1.1.1,6/27/23,6/27/23,207,93,3,,,,,,,,N,N,N,1,1,
Zv.0210_P1_P2_P1.1.1.1,7/2/23,6/30/23,191,70,2,7.2,52.9,14.1,53,7/19/23,38.9,8/5/23,N,N,N,,,1
Zv.0210_P1_P2_P1.1.1.1,7/1/23,7/1/23,187,70,4,10.7,62,15.7,66.9,7/16/23,50.2,8/3/23,N,N,N,1,1,0
Zv.0210_P1_P2_P1.2.1.1,7/10/23,7/8/23,216,85,2,,,,,,,,N,N,N,0,1,
Zv.0210_P1_P2_P1.2.1.1,7/7/23,7/6/23,188,80,3,8.2,61.2,14.8,49.8,7/20/23,25.5,8/10/23,N,N,N,,,2
Zv.0210_P1_P2_P1.2.1.1,7/6/23,7/5/23,122,96,5,9.7,66.7,13.5,61.4,7/16/23,,,N,N,N,1,2,2
Zv.0210_P1_P3_P1.1.1.1,7/1/23,7/1/23,189,85,2,,,,,,47,8/3/23,N,N,N,1,1,
Zv.0210_P1_P3_P1.1.1.1,6/30/23,6/30/23,184,73,2,6.9,58,14.3,60.7,7/19/23,57.3,8/3/23,N,N,N,,,1
Zv.0210_P1_P3_P1.1.1.1,7/1/23,6/30/23,193,65,3,7.6,54.5,13.2,60.6,7/16/23,55.1,8/3/23,N,N,N,,,2
Zv.0210_P1_P3_P1.2.1.1,6/29/23,6/27/23,,,,,,,,,,,N,N,N,0,1,
Zv.0210_P1_P3_P1.2.1.1,6/29/23,6/27/23,180,55,2,7,53.2,13.6,,,,,N,N,N,,,1
Zv.0210_P1_P3_P1.2.1.1,7/1/23,6/30/23,196,58,3,9,62.5,13.7,61.2,7/16/23,46.3,8/3/23,N,N,Y,,,1
Zv.0210_P1_P3_P2.1.1.1,7/1/23,6/29/23,200,91,5,,,,,,,,N,N,N,1,1,
Zv.0210_P1_P3_P2.1.1.1,7/2/23,6/30/23,198,85,3,7.8,54.4,13.2,,,,,N,N,N,,,1
Zv.0210_P1_P3_P2.1.1.1,7/1/23,7/1/23,174,74,5,7.2,54.2,13.6,59,7/16/23,29.2,8/3/23,N,N,N,0,1,1
Zv.0210_P1_P3_P2.2.1.1,6/29/23,6/29/23,181,73,3,,,,,,23,8/2/23,N,N,N,0,1,
Zv.0210_P1_P3_P2.2.1.1,7/2/23,6/30/23,180,71,2,8.6,66,15.2,49.3,7/19/23,31.1,8/5/23,N,N,N,,,1
Zv.0210_P1_P3_P2.2.1.1,7/3/23,7/1/23,198,71,2,7.8,65.5,14.7,54.8,7/17/23,36,8/5/23,N,N,N,,,1
Zv.0210_P1_P4_P1.1.1.1,6/29/23,6/27/23,185,41,3,,,,,,47.1,8/2/23,N,N,Y,0,2,
Zv.0210_P1_P4_P1.1.1.1,6/28/23,6/27/23,186,60,4,8,63.3,14.6,54.7,7/20/23,40.5,8/2/23,N,N,N,,,2
Zv.0210_P1_P4_P1.1.1.1,6/29/23,6/28/23,202,63,3,7.7,67.2,15,58.5,7/17/23,54.2,8/2/23,N,N,N,,,1
Zv.0210_P1_P4_P1.2.1.1,6/29/23,6/28/23,195,75,2,,,,,,,,N,N,N,1,1,
Zv.0210_P1_P4_P1.2.1.1,7/2/23,7/2/23,178,63,2,7.8,61.5,11.7,53.6,7/19/23,36.4,8/5/23,N,N,N,,,1
Zv.0210_P1_P4_P1.2.1.1,7/5/23,7/2/23,195,62,2,8,59.4,13.7,55.8,7/16/23,16.8,8/10/23,N,N,N,,,0
Zv.0210_P1_P4_P2.2.1.1,6/28/23,6/27/23,181,61,3,,,,,,,,N,N,N,1,1,
Zv.0210_P1_P4_P2.2.1.1,6/30/23,6/29/23,196,70,4,6.8,53.5,12.5,54.6,7/19/23,33.2,8/3/23,N,N,N,,,2
Zv.0210_P1_P4_P2.2.1.1,7/1/23,7/1/23,200,60,1,7.5,59.5,13.3,56.5,7/18/23,,,N,Y,N,,,2
Zv.0210_P1_P5_P1.1.1.1,7/1/23,7/1/23,218,90,5,,,,,,22,8/3/23,N,N,N,1,1,
Zv.0210_P1_P5_P1.1.1.1,7/2/23,7/2/23,207,69,4,7.9,58.8,14.1,,7/20/23,16.5,8/5/23,N,N,N,,,1
Zv.0210_P1_P5_P1.1.1.1,7/1/23,6/30/23,222,85,3,8.2,64.3,15,36.8,7/18/23,,,N,N,N,,,1
Zv.0210_P1_P5_P1.2.1.1,7/2/23,6/29/23,190,78,3,,,,,,29.9,8/5/23,N,N,N,0,1,
